,회사명,거래소코드,회계년도,소속코드_df1,통계청 한국표준산업분류 코드 10차(대분류)_df1,산업코드_df1,산업명_df1,상장일_df1,상장폐지일_df1,현금및현금성자산(IFRS),유동금융자산(IFRS),매출채권 및 기타유동채권(IFRS),상각후원가측정 유가증권(IFRS),매출채권(IFRS),미수금(IFRS),단기대여금(IFRS),선급금(IFRS),기타유동자산(IFRS),상품(IFRS),제품(IFRS),원재료(부재료)(IFRS),토지(IFRS),건물 및 부속설비(IFRS),기계장치(IFRS),차량운반구(IFRS),공구,회원권(IFRS),배출권자산(IFRS),매입채무(IFRS),미지급금(IFRS),미지급비용(IFRS),선수금(IFRS),당기법인세부채(미지급법인세)(IFRS),기타유동부채(IFRS),장기차입금(IFRS),보통주자본금(IFRS),주식발행초과금(IFRS),자기주식(IFRS),기타포괄손익누계액(IFRS),이익준비금(IFRS),미처분이익잉여금(결손금)(IFRS),매출액(수익)(IFRS),제품매출액(IFRS),기타수익(IFRS),종업원 급여비용(IFRS),급여(IFRS),퇴직급여(IFRS),복리후생비(IFRS),보험료(IFRS),여비교통비(IFRS),임차료(IFRS),접대비(IFRS),감가상각비(IFRS),광고선전비(IFRS),차량유지비(IFRS),연구개발비(IFRS),대손상각비(IFRS),기타(IFRS),이자수익(IFRS),외환차손(IFRS).1,외화환산손실(IFRS).1,법인세비용(IFRS),총자본증가율(IFRS),유형자산증가율(IFRS),투자부동산증가율(IFRS),비유동자산증가율(IFRS),유동자산증가율(IFRS),재고자산증가율(IFRS),자기자본증가율(IFRS),매출액증가율(IFRS),정상영업이익증가율(IFRS),순이익증가율(IFRS),총포괄이익증가율(IFRS),종업원1인당 부가가치증가율(IFRS),종업원수증가율(IFRS),종업원1인당 매출액증가율(IFRS),종업원1인당 인건비증가율(IFRS),매출액총이익률(IFRS),매출액정상영업이익률(IFRS),매출액순이익률(IFRS),총자본사업이익률(IFRS),총자본정상영업이익률(IFRS),총자본순이익률(IFRS),자기자본정상영업이익률(IFRS),자기자본순이익률(IFRS),경영자본정상영업이익률(IFRS),경영자본순이익률(IFRS),자본금정상영업이익률(IFRS),자본금순이익률(IFRS),매출원가 대 매출액비율(IFRS),영업비용 대 영업수익비율(IFRS),기타손익비률(IFRS),금융손익비율(IFRS),금융비용부담률(IFRS),외환이익 대 매출액비율(IFRS),광고선전비 대 매출액비율(IFRS),세금과공과 대 세금과공과 차감전순이익률(IFRS),기업순이익률(IFRS),수지비율(관계기업투자손익 제외)(IFRS),인건비 대 총비용비율(IFRS),R & D 투자효율(IFRS),세금과공과 대 총비용비율(IFRS),금융비용 대 총비용비율(IFRS),감가상각비 대 총비용비율(IFRS),감가상각률(IFRS),누적감가상각률(IFRS),이자부담률(IFRS),지급이자율(IFRS),차입금평균이자율(IFRS),유보율(IFRS),사내유보율(IFRS),사내유보 대 자기자본비율(IFRS),적립금비율(재정비율)(IFRS),평균배당률(IFRS),자기자본배당률(IFRS),배당성향(IFRS),1주당매출액(IFRS)(원),1주당순이익(IFRS)(원),1주당 CASH FLOW(IFRS)(원),1주당순자산(IFRS)(원),1주당정상영업이익(IFRS)(원),유동자산구성비율(IFRS),재고자산 대 유동자산비율(IFRS),유동자산 대 비유동자산비율(IFRS),당좌자산구성비율(IFRS),비유동자산구성비율(IFRS),자기자본구성비율(IFRS),타인자본구성비율(IFRS),자기자본배율(IFRS),비유동비율(IFRS),비유동장기적합률(IFRS),유동비율(IFRS),당좌비율(IFRS),현금비율(IFRS),매출채권비율(IFRS),재고자산 대 순운전자본비율(IFRS),매출채권 대 매입채무비율(IFRS),"매출채권 대 상,제품비율(IFRS)",매입채무 대 재고자산비율(IFRS),부채비율(IFRS),유동부채비율(IFRS),단기차입금 대 총차입금비율(IFRS),비유동부채비율(IFRS),비유동부채 대 순운전자본비율(IFRS),순운전자본비율(IFRS),차입금의존도(IFRS),차입금비율(IFRS),이자보상배율(이자비용)(IFRS),이자보상배율(순금융비용)(IFRS),유보액대비율(IFRS),유보액 대 납입자본배율(IFRS),유동자산집중도(IFRS),비유동자산집중도(IFRS),투자집중도(IFRS),CASH FLOW 대 부채비율(IFRS),CASH FLOW 대 차입금비율(IFRS),CASH FLOW 대 총자본비율(IFRS),CASH FLOW 대 매출액비율(IFRS),정상영업이익대비이자보상배율(IFRS),총자본회전률(IFRS),경영자본회전률(IFRS),자기자본회전률(IFRS),자본금회전률(IFRS),타인자본회전률(IFRS),매입채무회전률(IFRS),매입채무회전기간(IFRS),유동자산회전률(IFRS),당좌자산회전률(IFRS),재고자산회전률(IFRS),재고자산회전기간(IFRS),"상품,제품회전률(IFRS)","원,부재료회전률(IFRS)",재공품회전률(IFRS),매출채권회전률(IFRS),매출채권회전기간(IFRS),비유동자산회전률(IFRS),유형자산회전율(IFRS),순운전자본회전률(IFRS),운전자본회전률(IFRS),1회전기간(IFRS),부가가치(IFRS)(백만원),종업원1인당 부가가치(IFRS)(백만원),종업원1인당 매출액(IFRS)(백만원),종업원1인당 정상영업이익(IFRS)(백만원),종업원1인당 순이익(IFRS)(백만원),종업원1인당 인건비(IFRS)(백만원),노동장비율(IFRS),기계장비율(IFRS),자본집약도(IFRS),총자본투자효율(IFRS),설비투자효율(IFRS),기계투자효율(IFRS),부가가치율(IFRS),노동소득분배율(IFRS),자본분배율(IFRS),이윤분배율(IFRS),법인세비용차감전(계속사업)손익(IFRS)(백만원),인건비(IFRS)(백만원),금융비용(IFRS)(백만원),임차료(IFRS)(백만원),세금과공과(IFRS)(백만원),감가상각비(IFRS)(백만원),종업원수(IFRS),label_df2
165,(주)삼일,32280,2014,5,49,84903,  육상운송 및 파이프라인 운송업 ,1997-03-15,0,27919.0,21050.0,14319263.0,0.0,14053089.0,371526.0,10744.0,0.0,234803.0,314991.0,0.0,0.0,26903545.0,28024769.0,8366276.0,2276164.0,0.0,708259.0,0.0,11839865.0,1283427.0,758700.0,6340729.0,0.0,6340729.0,21083260.0,14698439.0,13315788.0,-693428.0,0.0,439136.0,6993608.0,99905654.0,0.0,0.0,9506257.0,3426208.0,439163.0,775031.0,24712.0,49045.0,37402.0,331695.0,496811.0,274459.0,223409.0,0.0,108069.0,0.0,0.0,0.0,0.0,432739.0,-1.94,-21.57,0.0,-21.19,56.13,-10.02,7.65,7.59,-35.66,-42.18,-48.82,-24.15,0.0,7.59,-29.45,11.49,2.88,2.8,2.77,2.63,2.55,8.56,8.31,3.29,3.19,19.59,19.01,88.51,97.12,0.35,-2.27,2.15,0.0,0.27,35.28,4.52,96.94,9.31,0.0,1.07,2.11,1.51,4.34,15.4,2.84,4.72,4.76,141.94,0.0,0.0,60.2,0.0,0.0,0.0,6797.02,199.0,-169.58,2335.04,195.88,39.63,0.87,65.64,39.28,60.37,32.18,67.82,237.22,187.59,105.94,92.14,91.33,0.06,3726.41,0.0,117.7,4423.92,3166.15,210.74,133.66,51.6,77.08,0.0,-3.38,45.06,140.01,1.25,2.5,19.26,1.42,35.25,74.27,79.54,1.4,2.1,0.95,1.03,1.34,0.91,1.14,2.97,6.8,1.32,7.19,50.75,2.84,2.87,253.08,1.44,344.83,0.0,0.0,6.95,52.51,1.35,1.37,1.18,0.0,0.31,19372.13,141.4,729.24,21.02,20.39,69.39,466.76,47.53,790.86,17.88,30.29,297.48,19.39,49.07,50.93,14.42,3226.61,9506.26,2152.6,1856.03,1090.35,1540.29,137.0,0
166,(주)삼일,32280,2015,5,49,84903,  육상운송 및 파이프라인 운송업 ,1997-03-15,0,2323664.0,10012437.0,14930783.0,0.0,14644385.0,363609.0,1262.0,0.0,210449.0,233931.0,0.0,0.0,26903545.0,28354262.0,8373955.0,2086298.0,0.0,708259.0,0.0,10295406.0,6548848.0,1077838.0,130750.0,0.0,130750.0,11500000.0,16213590.0,15634438.0,-693428.0,0.0,439136.0,27068787.0,95104012.0,0.0,0.0,11011425.0,4204863.0,456127.0,708937.0,23691.0,61070.0,42197.0,402571.0,510139.0,312716.0,154436.0,0.0,247728.0,0.0,0.0,0.0,0.0,6185602.0,-11.86,1.59,0.0,3.6,-35.41,-31.74,67.22,-4.81,-82.15,635.19,691.06,131.89,-4.38,-0.45,21.14,10.04,0.54,21.6,0.83,0.5,20.15,1.1,44.09,0.6,23.96,3.32,132.89,89.96,99.46,27.56,-1.03,0.94,0.0,0.33,25.45,21.03,79.56,10.59,0.0,0.79,0.86,1.49,3.99,19.1,1.62,10.7,4.08,263.89,100.0,46.43,73.6,6.08,1.69,4.8,5865.7,1430.0,-334.2,3501.65,31.69,29.04,0.92,40.93,28.77,70.96,61.06,38.94,359.61,116.22,97.07,107.95,106.96,9.05,5683.9,12.49,140.92,6202.17,4033.28,63.78,44.06,0.0,19.72,562.91,2.14,12.04,19.72,0.42,30.82,44.8,2.64,37.15,70.01,96.76,-10.64,-34.4,-4.14,-4.16,0.57,0.93,1.11,2.04,6.15,1.72,8.59,42.48,2.69,2.72,302.3,1.21,346.51,0.0,0.0,6.69,54.58,1.43,1.47,1.33,0.0,0.08,42954.52,327.9,725.98,3.92,156.8,84.06,484.85,46.8,728.97,44.98,67.63,700.7,45.17,25.64,74.36,47.82,26725.8,11011.42,896.27,1943.06,826.44,1551.53,131.0,0
167,(주)상보,27580,2012,5,22,32602,  고무 및 플라스틱제품 제조업 ,2007-10-01,0,40946344.0,2804889.0,38092473.0,0.0,39156175.0,908715.0,1319200.0,2634909.0,2714006.0,0.0,10268575.0,1016117.0,18579737.0,13275044.0,44111951.0,328375.0,7755920.0,827196.0,0.0,26707684.0,5715990.0,4474664.0,39177.0,0.0,39177.0,4156762.0,7052895.0,43648234.0,0.0,0.0,0.0,6962488.0,253307228.0,241625493.0,0.0,14674112.0,2967360.0,279429.0,462327.0,19534.0,479075.0,28135.0,149083.0,148562.0,83785.0,178685.0,390553.0,2600863.0,11554.0,0.0,2054748.0,205964.0,3220882.0,7.24,5.96,-2.87,0.06,14.36,-44.0,57.51,39.15,80.71,10.7,1.14,21.09,7.0,30.04,3.52,19.45,8.75,3.16,13.36,13.02,4.7,41.99,15.18,14.09,5.09,344.53,124.52,80.55,91.25,-4.32,-3.65,3.74,0.74,0.03,32.6,10.26,95.65,5.94,0.73,0.27,3.83,3.17,13.89,59.02,8.06,24.54,19.41,815.85,100.0,10.78,89.08,30.0,3.28,26.4,17957.68,626.0,1369.96,3759.82,1571.98,53.54,11.05,115.24,47.63,46.46,36.64,63.36,915.85,126.8,113.35,90.73,80.71,38.69,356.26,0.0,139.08,449.76,256.15,172.93,161.06,88.19,11.87,0.0,-5.47,23.25,63.45,2.2,2.19,32.64,8.16,34.92,32.33,64.91,15.24,41.53,9.65,6.72,2.34,1.49,1.61,4.8,39.36,2.15,12.06,30.26,2.86,3.43,17.44,20.93,25.5,99.26,127.25,7.29,50.06,3.09,4.28,1.34,0.08,0.02,43984.86,137.02,789.12,69.08,24.97,45.71,182.8,84.49,549.21,24.95,74.96,162.18,17.36,33.36,66.64,18.22,11234.74,14674.11,9469.52,127.14,655.18,7824.16,321.0,0
168,(주)상보,27580,2013,5,22,32602,  고무 및 플라스틱제품 제조업 ,2007-10-01,0,30408937.0,1330533.0,40514188.0,0.0,41288266.0,270377.0,1210533.0,1832551.0,1914378.0,0.0,7236522.0,2581954.0,18472825.0,17981623.0,51438390.0,340240.0,9040657.0,827196.0,0.0,24513767.0,5865955.0,5879112.0,111666.0,0.0,111666.0,5000000.0,7169300.0,45167569.0,-1070134.0,0.0,211587.0,13860848.0,220831227.0,215076534.0,0.0,17176341.0,2697449.0,605729.0,454950.0,20238.0,468271.0,0.0,204254.0,161212.0,204409.0,182853.0,460243.0,47320.0,13569.0,0.0,3075322.0,87721.0,-1019619.0,2.96,24.53,-2.95,22.44,-13.95,-14.15,11.6,-12.82,-57.88,9.82,32.51,-34.85,23.05,-29.15,-4.88,15.46,4.23,3.99,5.57,5.22,4.92,13.67,12.88,5.7,5.37,131.33,123.76,84.54,95.77,-0.71,-0.48,0.95,0.47,0.09,-2.22,6.09,96.55,7.88,1.86,0.38,0.96,3.36,11.57,57.6,1.89,5.39,5.95,920.41,0.0,19.23,91.54,0.0,0.0,0.0,15401.17,617.0,889.9,4213.91,651.33,44.75,11.02,80.99,39.82,55.25,39.72,60.28,1005.48,139.12,125.05,80.17,71.34,28.14,449.56,0.0,164.16,864.9,273.85,151.79,140.54,90.07,11.25,0.0,-11.07,27.75,69.86,3.44,4.72,36.36,9.2,39.76,41.25,74.04,14.66,31.85,8.84,7.26,4.47,1.23,1.35,3.23,31.05,2.0,8.62,42.33,2.52,2.83,22.79,16.01,34.21,133.34,143.87,5.71,63.96,2.42,3.23,1.16,0.05,0.03,35260.95,89.27,559.07,23.64,22.28,43.48,173.76,82.51,459.51,19.43,51.38,108.19,15.97,48.71,51.29,24.96,7781.32,17176.34,2089.26,66.96,828.3,7318.77,395.0,0
169,(주)상보,27580,2014,5,22,32602,  고무 및 플라스틱제품 제조업 ,2007-10-01,0,35454733.0,1297561.0,30604086.0,0.0,31688942.0,264679.0,1231609.0,3602688.0,3440723.0,666718.0,17311371.0,2565665.0,23627827.0,18633970.0,52502110.0,323580.0,9716606.0,827196.0,0.0,21363800.0,4889431.0,1615452.0,96555.0,0.0,96555.0,12500000.0,7215862.0,45794329.0,-2477183.0,18461.0,211587.0,3097751.0,226913198.0,213070043.0,0.0,17964550.0,3267796.0,525967.0,386464.0,49675.0,629031.0,54836.0,269651.0,181526.0,430849.0,280069.0,1348968.0,343853.0,31633.0,553255.0,1465047.0,25483.0,8044294.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-30.54,7.59,-4.41,-2.98,11.7,0.42,-4.63,0.86,0.55,-6.01,1.58,-17.35,0.55,-6.1,13.24,-145.55,88.3,99.58,-1.5,-0.27,0.87,0.74,0.19,0.0,-4.88,101.06,7.7,3.22,0.47,0.85,3.06,11.17,73.19,1.74,3.11,3.11,773.24,0.0,5.72,92.14,0.0,0.0,0.0,15723.22,-490.0,-1871.14,3448.6,66.2,51.89,23.56,107.84,39.66,48.11,34.65,65.35,838.91,138.86,108.38,93.31,71.32,34.27,142.05,0.0,142.01,180.46,100.03,188.6,160.47,84.65,28.12,0.0,-3.72,46.62,134.56,0.38,-0.24,31.94,7.73,39.95,37.04,75.89,-23.65,-33.15,-15.46,-11.9,0.48,1.3,1.32,3.75,31.45,1.99,10.62,34.36,2.5,3.28,10.62,34.35,13.5,92.55,133.65,7.48,48.8,2.7,3.25,1.21,0.13,0.02,25898.61,62.01,534.39,3.55,-23.8,42.19,162.87,66.73,410.72,14.82,37.4,91.32,11.41,69.36,30.64,-40.55,-2458.43,17964.55,1983.67,167.37,1104.42,7137.13,425.0,1
170,(주)상보,27580,2015,5,22,32602,  고무 및 플라스틱제품 제조업 ,2007-10-01,0,26652416.0,1085008.0,31585862.0,0.0,32464973.0,653670.0,1085008.0,4023474.0,6036212.0,937788.0,20475618.0,3453652.0,22635712.0,17127726.0,60248487.0,323580.0,10786551.0,827196.0,0.0,12590843.0,5634105.0,1695507.0,79072.0,0.0,79072.0,21864093.0,10823794.0,42164065.0,-2489619.0,-800444.0,211587.0,-2184122.0,178636196.0,148383822.0,0.0,18193414.0,3896886.0,248658.0,547286.0,84515.0,386198.0,178959.0,313391.0,690619.0,135691.0,288851.0,2147644.0,183246.0,41823.0,211894.0,1147388.0,40865.0,1252547.0,1.07,0.01,0.0,2.81,-0.55,14.89,-10.14,-21.28,0.0,0.0,0.0,32.53,-17.41,-5.75,19.3,11.79,-0.89,-2.92,-0.78,-0.9,-2.97,-2.76,-9.08,-0.92,-3.02,-17.57,-57.87,88.21,100.89,-1.33,-0.25,1.54,1.78,0.08,0.0,-1.4,102.16,9.71,2.67,0.54,1.47,3.95,11.32,80.26,2.33,3.22,3.42,425.59,0.0,5.16,86.15,0.0,0.0,0.0,8252.01,-244.0,-375.85,2212.99,-73.2,51.05,27.22,104.3,37.16,48.95,30.81,69.19,502.59,158.87,106.45,94.51,68.78,25.86,126.06,0.0,245.67,156.37,51.31,224.58,175.33,76.25,49.24,0.0,-2.97,52.14,169.22,-0.53,-0.44,26.09,4.26,50.6,47.72,97.13,-14.38,-19.09,-9.95,-9.84,-0.58,1.02,1.03,3.11,19.8,1.51,10.52,34.69,1.98,2.65,7.78,46.89,9.76,61.69,118.65,5.83,62.6,2.1,2.55,0.96,0.32,0.01,25712.38,82.18,503.66,0.46,-0.87,50.33,173.69,65.38,469.72,14.56,37.11,83.96,14.39,70.76,29.24,-20.3,-3967.45,18193.41,2753.89,314.91,1014.76,7401.88,351.0,1
171,(주)상보,27580,2016,5,22,32602,  고무 및 플라스틱제품 제조업 ,2007-10-01,0,33363493.0,993064.0,33260525.0,0.0,33331032.0,829400.0,993064.0,3650426.0,5628514.0,1681262.0,18438460.0,2687424.0,17467952.0,17127726.0,64612929.0,365249.0,9205323.0,827196.0,0.0,17400486.0,4275753.0,3108591.0,89989.0,0.0,89989.0,15931609.0,13573794.0,59403709.0,-2489619.0,-1924561.0,211587.0,-21847953.0,151681829.0,120188379.0,0.0,18465375.0,4655443.0,228765.0,576031.0,98901.0,450897.0,195652.0,249901.0,342700.0,105346.0,345720.0,2201286.0,9943.0,39428.0,113847.0,2945949.0,171633.0,1343039.0,-4.57,-6.8,-1.7,-14.15,4.62,-13.14,-1.47,-15.09,0.0,0.0,0.0,-72.16,-13.68,-22.3,7.5,5.8,-7.13,-13.35,-6.2,-6.27,-11.74,-20.03,-37.51,-6.42,-12.03,-88.68,-166.06,94.2,107.13,-5.34,-0.64,1.89,1.18,0.07,0.0,-10.08,112.01,10.47,3.04,0.88,1.62,4.47,12.53,99.99,2.42,3.67,3.44,313.22,0.0,-27.08,82.91,0.0,0.0,0.0,6288.96,-848.0,77.29,2287.41,-448.55,55.97,22.6,127.1,43.32,44.03,31.81,68.19,394.88,138.43,101.77,98.65,76.36,32.22,152.17,0.0,186.38,187.1,81.64,214.37,178.35,80.39,36.03,0.0,-0.76,48.21,151.56,-3.63,-5.6,25.23,3.13,60.8,52.95,107.69,-2.73,-3.86,-1.86,-2.07,-3.78,0.88,0.9,2.81,12.43,1.28,10.12,36.08,1.64,2.19,6.62,55.17,8.17,52.22,113.08,4.79,76.24,1.89,2.25,0.81,0.78,0.01,5799.8,22.88,391.33,-40.11,-66.7,54.11,164.69,58.0,491.17,3.44,9.25,19.48,3.82,318.38,-218.38,-349.27,-18913.91,18465.38,2865.33,340.85,1550.37,7881.94,303.0,1
172,(주)서울리거,43710,2012,5,46,33309,  도매 및 상품 중개업 ,2002-07-11,0,1988563.0,910000.0,3389520.0,0.0,3345900.0,103900.0,701619.0,106261.0,138406.0,364863.0,3323455.0,1881986.0,0.0,0.0,4005727.0,96220.0,111201.0,0.0,0.0,4000452.0,91313.0,0.0,58242.0,0.0,69047.0,0.0,8411873.0,3299053.0,-1298400.0,1174.0,80000.0,-4753399.0,41447426.0,0.0,0.0,1690823.0,649301.0,0.0,0.0,0.0,0.0,25026.0,0.0,27902.0,0.0,0.0,0.0,81863.0,373554.0,108562.0,34395.0,20096.0,0.0,48.58,83.26,0.0,86.82,41.33,1423.18,17.84,97.25,294.87,0.0,0.0,22.06,122.73,-13.68,10.43,6.51,2.76,3.04,8.29,7.57,8.34,11.14,12.28,8.04,8.86,13.58,14.97,93.49,97.24,0.28,0.22,-0.22,-0.05,0.0,12.87,7.74,96.98,4.18,0.0,0.46,-0.22,3.58,51.53,49.63,-1.86,0.72,1.43,47.26,0.0,-38.05,70.08,0.0,0.0,0.0,2463.63,84.0,-156.33,678.6,67.9,79.96,55.46,399.06,35.61,20.04,61.45,38.55,131.83,32.61,26.13,342.89,152.72,47.25,40.78,78.3,81.59,930.94,49.99,62.73,37.95,0.0,24.78,26.89,56.64,14.36,23.37,61.31,999999999.0,22.03,0.47,29.72,6.7,40.49,-31.03,-83.28,-11.96,-5.21,0.0,2.75,2.92,4.04,4.93,8.55,15.87,23.0,3.36,5.15,9.72,37.55,115.29,41.18,0.0,13.79,26.47,14.93,23.39,2.63,0.13,0.02,4601.61,88.8,798.23,28.67,27.99,29.97,46.31,43.05,369.03,25.5,200.66,216.49,11.1,36.74,63.26,27.36,1259.05,1690.82,-89.93,107.14,185.95,1448.57,49.0,0
173,(주)서울제약,18680,2016,5,21,32102,  의료용 물질 및 의약품 제조업 ,2000-08-18,0,9737211.0,0.0,14324697.0,0.0,14371871.0,719065.0,0.0,118360.0,167231.0,320242.0,6735528.0,394524.0,8117736.0,24640295.0,1601844.0,40435.0,546126.0,0.0,0.0,3131351.0,922487.0,1012163.0,97764.0,0.0,97764.0,17296073.0,3700263.0,16126042.0,0.0,8476.0,867636.0,10334866.0,38068711.0,35273583.0,0.0,14485754.0,6801045.0,1104287.0,1392361.0,0.0,2161211.0,429829.0,625722.0,0.0,0.0,0.0,0.0,-661692.0,2915013.0,0.0,33686.0,4210.0,-356966.0,6.05,8.23,0.0,4.84,8.19,38.75,9.74,-14.89,0.0,0.0,0.0,-9.85,-6.98,-8.51,12.84,53.26,-5.59,-11.71,-2.31,-2.5,-5.23,-6.05,-12.68,-3.01,-6.3,-58.59,-122.84,46.74,105.59,-7.06,-5.37,5.43,0.06,0.0,0.0,-2.81,112.55,33.54,0.32,0.0,4.79,6.91,8.79,0.0,4.13,5.55,5.72,894.37,100.0,28.09,89.92,3.0,0.3,0.0,5144.05,-613.0,-255.42,4745.52,-287.36,37.05,25.62,58.84,27.56,62.95,41.96,58.04,994.37,150.02,72.89,271.81,202.19,80.91,163.43,40.53,434.26,199.63,37.63,138.3,32.48,16.01,105.82,189.64,23.42,45.8,109.14,-0.95,-1.33,37.74,8.94,82.09,141.65,185.9,-0.46,-0.58,-0.27,-0.62,-1.03,0.45,0.54,1.08,10.49,0.76,12.05,30.3,1.22,1.58,5.32,68.64,6.72,62.42,43.36,2.71,134.63,0.71,0.77,0.77,0.0,0.01,14720.03,73.6,190.34,-10.63,-22.29,72.43,178.07,8.01,438.4,16.79,41.33,918.94,38.67,98.41,1.59,-30.29,-4815.6,14485.75,2067.01,0.0,0.0,2982.86,200.0,1
174,(주)서울제약,18680,2017,5,21,32102,  의료용 물질 및 의약품 제조업 ,2000-08-18,0,4426740.0,0.0,9056679.0,0.0,8963654.0,573750.0,0.0,20445.0,172373.0,742772.0,7624076.0,447420.0,5156376.0,25715191.0,10678514.0,27191.0,1179258.0,0.0,0.0,3009944.0,980228.0,1187125.0,455407.0,0.0,456186.0,9777760.0,4192272.0,27778262.0,0.0,0.0,878737.0,240582.0,34051567.0,31322719.0,0.0,14085168.0,7131166.0,973192.0,995460.0,0.0,1991143.0,501532.0,549775.0,0.0,0.0,0.0,0.0,-166742.0,2972148.0,0.0,55386.0,45157.0,-509398.0,-19.86,-16.87,0.0,-15.89,-26.6,22.41,0.89,-10.55,0.0,0.0,0.0,-52.06,4.5,-14.4,-6.95,50.58,-17.52,-31.06,-7.38,-7.55,-13.39,-16.14,-28.62,-8.57,-15.2,-151.16,-268.04,49.42,117.52,-15.04,-5.38,5.18,-0.23,0.0,0.0,-11.16,132.31,31.02,0.0,0.0,3.89,5.59,6.91,0.0,4.2,8.63,6.11,785.48,100.0,0.65,88.71,3.0,0.34,0.0,4061.23,-1338.0,-135.65,4259.47,-711.45,33.93,42.72,51.35,19.43,66.07,52.83,47.17,885.48,125.07,89.58,129.3,74.06,24.01,83.26,188.53,281.76,105.48,29.55,89.3,49.67,55.55,39.63,272.29,7.69,31.3,59.25,-3.14,-5.28,46.86,7.85,82.7,149.23,200.8,-4.57,-6.88,-2.15,-4.45,-3.38,0.43,0.49,0.92,8.63,0.81,11.09,32.91,1.21,1.8,3.68,99.18,4.59,80.89,24.29,3.08,118.33,0.67,0.72,0.79,0.0,0.01,7374.07,35.28,162.93,-28.54,-50.61,67.39,204.58,51.09,336.22,10.49,17.25,69.06,21.66,191.01,-91.01,-143.44,-11086.85,14085.17,1764.15,0.0,0.0,2536.59,209.0,1
175,(주)서울제약,18680,2018,5,21,32102,  의료용 물질 및 의약품 제조업 ,2000-08-18,0,4733959.0,3500000.0,5431806.0,0.0,5587717.0,32501.0,0.0,11941.0,117176.0,419681.0,8293753.0,965675.0,5156376.0,25027926.0,10143137.0,19512.0,928697.0,0.0,0.0,2462963.0,1967885.0,2883543.0,479932.0,0.0,481100.0,14800000.0,4242750.0,29063623.0,0.0,0.0,891314.0,-17627373.0,43568031.0,41026554.0,0.0,14511814.0,6951735.0,749930.0,1131051.0,0.0,1938930.0,515381.0,567839.0,0.0,0.0,0.0,0.0,-193111.0,3827013.0,0.0,4220.0,1446.0,-477894.0,-0.11,-3.46,0.0,-2.78,5.07,10.27,-18.35,27.95,0.0,0.0,0.0,44.15,-5.74,35.74,9.3,52.0,-11.27,-17.5,-6.85,-6.99,-10.86,-14.56,-22.61,-7.2,-11.18,-116.4,-180.77,48.0,111.27,-7.33,-3.02,3.11,0.1,0.0,0.0,-8.93,118.49,27.95,0.0,0.0,2.61,4.34,5.57,0.0,3.71,5.45,5.98,614.4,0.0,-58.16,86.0,0.0,0.0,0.0,5134.41,-901.0,-144.64,3433.91,-578.54,35.69,44.84,55.5,19.69,64.31,43.18,56.82,714.4,148.93,83.05,158.15,87.24,29.89,47.89,121.95,218.38,64.65,21.93,131.57,52.26,25.78,79.31,261.01,13.12,38.07,88.16,-3.37,-4.98,37.14,6.14,56.11,105.09,156.1,-2.96,-4.42,-1.68,-2.71,-3.62,0.62,0.64,1.29,10.33,1.19,15.92,22.93,1.78,3.17,4.07,89.71,5.33,62.52,23.83,6.29,58.05,0.95,1.04,1.05,0.0,0.01,10019.16,50.86,221.16,-24.92,-38.7,73.66,209.52,51.49,356.3,14.27,24.27,98.78,23.0,144.84,-44.84,-76.09,-8101.87,14511.81,1355.73,0.0,0.0,2253.49,197.0,1
176,(주)서울제약,18680,2019,5,21,32102,  의료용 물질 및 의약품 제조업 ,2000-08-18,0,7665368.0,0.0,8075052.0,0.0,8471595.0,33675.0,0.0,346.0,58388.0,268370.0,8170643.0,965257.0,5156376.0,27176009.0,20426946.0,21600.0,5139708.0,0.0,0.0,2449758.0,3957534.0,2769508.0,720963.0,0.0,721095.0,10000000.0,4242750.0,29063623.0,0.0,0.0,891314.0,-19486927.0,53950359.0,52562659.0,0.0,12167460.0,6163135.0,660611.0,1112786.0,0.0,1812773.0,298595.0,1329182.0,0.0,0.0,0.0,0.0,232725.0,2780524.0,0.0,11596.0,12166.0,2256944.0,1.0,-4.62,0.0,1.18,0.67,-16.35,-6.14,23.83,0.0,0.0,0.0,84.88,-11.68,40.2,-5.07,56.73,6.79,-3.46,5.35,5.19,-2.65,12.47,-6.36,5.38,-2.75,86.33,-44.06,43.27,93.21,-6.07,-2.37,2.43,0.06,0.0,582.34,-0.8,99.28,22.61,0.0,0.0,2.43,4.64,6.47,49.27,3.18,5.35,5.33,570.57,0.0,-68.49,85.09,3.0,0.45,0.0,6357.95,-220.0,352.05,3227.23,431.67,35.57,37.25,55.22,22.32,64.43,40.13,59.87,670.57,160.53,103.42,94.35,59.2,28.68,85.59,0.0,328.25,109.15,26.07,149.17,93.95,56.36,55.22,0.0,-2.13,37.43,93.26,2.58,1.3,34.15,5.71,46.59,84.16,126.16,2.07,3.32,1.24,1.63,2.8,0.76,0.79,1.84,12.72,1.31,21.96,16.62,2.15,3.64,5.23,69.78,6.88,57.03,35.5,8.04,45.4,1.19,1.34,1.16,0.0,0.01,16361.06,94.03,310.06,21.05,-10.74,69.93,226.26,52.84,407.42,23.08,41.56,177.96,30.33,74.37,25.63,-11.43,387.57,12167.46,1308.35,0.0,0.0,2497.69,174.0,1
