기업명,거래소코드,기업유형,결산기,이익 과대계상 (비용 과소계상),회사명,소속코드,통계청 한국표준산업분류 코드 10차(대분류),산업코드,산업명,상장일,상장폐지일,총자본증가율,유형자산증가율,비유동생물자산증가율,투자부동산증가율,비유동자산증가율,유동자산증가율,재고자산증가율,자기자본증가율,매출액증가율,정상영업이익증가율,순이익증가율,총포괄이익증가율,종업원1인당 부가가치증가율,종업원수증가율,종업원1인당 매출액증가율,종업원1인당 인건비증가율,매출액총이익률,매출액정상영업이익률,매출액순이익률,총자본사업이익률,총자본정상영업이익률,총자본순이익률,자기자본정상영업이익률,자기자본순이익률,경영자본정상영업이익률,경영자본순이익률,자본금정상영업이익률,자본금순이익률,매출원가 대 매출액비율,영업비용 대 영업수익비율,기타손익비률,금융손익비율,금융비용부담률,외환이익 대 매출액비율,광고선전비 대 매출액비율,세금과공과 대 세금과공과 차감전순이익률,기업순이익률,수지비율(관계기업투자손익 제외),인건비 대 총비용비율,R & D 투자효율,세금과공과 대 총비용비율,금융비용 대 총비용비율,감가상각비 대 총비용비율,감가상각률,누적감가상각률,이자부담률,지급이자율,차입금평균이자율,유보율,사내유보율,사내유보 대 자기자본비율,적립금비율(재정비율),평균배당률,자기자본배당률,배당성향,1주당매출액,1주당순이익,1주당 CASH FLOW,1주당순자산,1주당정상영업이익,유동자산구성비율,재고자산 대 유동자산비율,유동자산 대 비유동자산비율,당좌자산구성비율,비유동자산구성비율,자기자본구성비율,타인자본구성비율,자기자본배율,비유동비율,비유동장기적합률,유동비율,당좌비율,현금비율,매출채권비율,재고자산 대 순운전자본비율,매출채권 대 매입채무비율,"매출채권 대 상,제품비율",매입채무 대 재고자산비율,부채비율,유동부채비율,단기차입금 대 총차입금비율,비유동부채비율,비유동부채 대 순운전자본비율,순운전자본비율,차입금의존도,차입금비율,이자보상배율(이자비용),이자보상배율(순금융비용),유보액대비율,유보액 대 납입자본배율,유동자산집중도,비유동자산집중도,투자집중도,CASH FLOW 대 부채비율,CASH FLOW 대 차입금비율,CASH FLOW 대 총자본비율,CASH FLOW 대 매출액비율,정상영업이익대비이자보상배율,총자본회전률,경영자본회전률,자기자본회전률,자본금회전률,타인자본회전률,매입채무회전률,매입채무회전기간,유동자산회전률,당좌자산회전률,재고자산회전률,재고자산회전기간,"상품,제품회전률","원,부재료회전률",재공품회전률,매출채권회전률,매출채권회전기간,비유동자산회전률,유형자산회전율,순운전자본회전률,운전자본회전률,1회전기간,부가가치,종업원1인당 부가가치,종업원1인당 매출액,종업원1인당 정상영업이익,종업원1인당 순이익,종업원1인당 인건비,노동장비율,기계장비율,자본집약도,총자본투자효율,설비투자효율,기계투자효율,부가가치율,노동소득분배율,자본분배율,이윤분배율,부가가치,법인세비용차감전(계속사업)손익,인건비,금융비용,임차료,세금과공과,감가상각비,종업원1인당 부가가치,총자본투자효율,기계투자효율,부가가치율,종업원수
(주)민앤지,214180,코스닥,2016,0.0,(주)헥토이노베이션,5,63,106309,정보서비스업,2015/06/30,,0.0,0,0.0,0,0,0,0,0,0,0,0,0,,,,,0.0,38.98,28.16,10.15,9.87,7.13,13.53,14.34,11.13,8.04,470.75,327.48,0.0,61.02,-4.80,1.04,-1.04,0.0,3.89,18.30,6.86,65.78,17.59,2.96,0.42,-1.53,5.83,2.62,5.11,-0.97,0.47,0.47,"2,400.81",,,105.17,,,,"6,037.79","1,887","2,119.28",,"2,353.77",38.24,0.0,61.91,38.24,61.76,72.9,27.1,"2,283.93",84.72,76.81,195.13,195.13,107.50,0,0,0,0,0,37.17,26.88,98.72,10.29,40.25,18.64,3.17,4.35,662.23,"999,999,999",75.35,35.95,151.08,244.03,350.40,32.78,280.31,8.88,35.10,0,0.25,0.29,0.35,12.08,0.93,0,0,0.66,0.66,0,0,0,0,0,4.72,77.27,0.41,4.83,0.44,0.21,0.01,"20,481.63",,,,,,,,,12.74,243.06,"1,056.63",50.34,23.88,76.12,55.95,"20,481.63","13,909.23","4,890.34",-424.76,368.23,116.59,"1,622",,12.74,"1,056.63",50.34,
(주)우리기술,32820,코스닥,2015,1.0,(주)우리기술,5,28,32801,전기장비 제조업,2000/06/22,,-15.38,-19.23,0.0,0,-22.62,4.84,-27.74,-26.95,52.16,0,0,0,,,,,26.75,6.72,-26.80,3.16,3.04,-12.11,9.05,-32.74,3.13,-12.5,7.46,-28.49,73.25,93.28,-33.51,-5,5.0,-0.03,0.13,0,-9.85,125.37,17.19,0,1.02,3.78,5.34,6.58,26.33,3.4,5.06,4.71,-31.61,,,-78.31,,,,517.08,-145,12.43,,34.73,32.7,10.71,48.58,29.19,67.3,32.6,67.4,68.38,206.42,114.54,79.28,70.79,13.50,254.17,0,291.87,"2,050,106.72",87.08,206.71,126.49,70.8,80.21,0,-8.55,51.35,157.49,1.27,-4.36,-15.07,-0.32,64.78,156.44,197.68,-3.89,-5.11,-2.62,-5.32,1.34,0.45,0.47,1.35,1.11,0.68,20.03,18.23,1.54,1.78,11.81,30.91,170.33,51.81,18.21,6.8,53.67,0.64,0.79,0.61,0.0,0.02,"4,040.12",,,,,,,,,5.01,8.99,"3,187.38",10.17,223.93,-123.93,-263.59,"4,040.12","-10,649.36","9,047.18","1,988.28",384.90,537.85,"2,812.65",,5.01,"3,187.38",10.17,
(주)우리기술,32820,코스닥,2016,1.0,(주)우리기술,5,28,32801,전기장비 제조업,2000/06/22,,2.16,-77.76,0.0,0,0.18,6.23,-62.67,17.74,-20.85,43.98,0,0,,,,,38.5,12.22,15.85,5.17,4.72,6.12,13.43,17.43,6.22,8.07,10,12.98,61.5,87.78,3.64,-11.54,4.13,-0.37,0.15,7.96,7.72,86.85,17.3,0,1.31,3.94,6.31,8.26,21.72,2.46,4.32,4.17,-19.48,,,-51.94,,,,409.27,65,53.65,,50,34.0,3.76,51.52,32.72,66.0,37.58,62.42,80.51,175.64,131.23,68.40,65.83,17.35,837.54,0,449.49,"11,685.69",186.33,166.12,132.28,96.4,33.84,0,-15.71,46.89,124.79,2.30,4.84,-9.09,-0.19,86.39,172.59,143.24,4.94,6.58,3.08,8.07,2.96,0.39,0.51,1.1,0.82,0.6,14.23,25.66,1.16,1.25,16.23,22.49,829.08,40.97,33.11,3.93,92.84,0.58,1.14,0.49,0.17,0.01,"14,542.43",,,,,,,,,17.66,145.44,"12,247.60",46.23,39.19,60.81,34.29,"14,542.43","4,986.48","5,698.83","1,298.70",49.57,431.31,"2,077.54",,17.66,"12,247.60",46.23,
(주)스튜디오썸머,8800,코스닥,2016,1.0,(주)행남사,4,10,32302,식료품 제조업,1993/09/03,2021/06/07,-36.85,-52.90,0.0,0,-53.87,-22.56,-48.96,-46.06,-32.44,"-1,542.64","-5,320.50","-13,024.30",,,,,8.67,-14.36,-83.46,-6.07,-6.32,-36.76,-16.13,-107.63,-6.84,-39.75,-12.24,-71.66,91.33,114.36,-73.27,-10.57,3.5,0.05,1.66,0,-35.22,177.35,7.46,0,0.0,1.9,0.84,5.54,185.19,2.53,4.54,4.03,-55.56,,,-118.09,,,,419.36,-352.49,-21.20,,-60.20,66.65,39.22,199.88,40.51,33.35,31.14,68.86,44.44,107.08,57.47,158.79,96.52,1.32,96.85,105.93,469.07,109.53,20.65,221.11,134.79,49.03,86.32,108.93,24.68,51.1,164.10,-3.52,-24.06,-38.93,-0.56,134.21,92.84,146.15,-6.32,-8.52,-4.35,-7.65,-4.11,0.44,0.48,1.12,0.85,0.72,9.08,40.20,0.75,1.51,1.47,248.11,2.39,44.52,6.06,2.28,160.35,1.08,2.06,0.44,0.0,0.0,"-19,326.17",,,,,,,,,-39.34,-337.17,"-5,374.65",-69.14,0,0,0,"-19,326.17","-24,490.77","3,829.59",977.26,0,0,429.73,,-39.34,"-5,374.65",-69.14,
(주)위드윈네트웍,43220,코스닥,2012,0.0,(주)티에스넥스젠,5,29,32604,기타 기계 및 장비 제조업,2001/07/03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)위드윈네트웍,43220,코스닥,2013,0.0,(주)티에스넥스젠,5,29,32604,기타 기계 및 장비 제조업,2001/07/03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
신일산업(주),2700,코스피,2013,0.0,신일전자(주),1,46,74605,도매 및 상품 중개업,1975/09/30,,2.78,537.09,0.0,0.96,120.12,-28.14,37.55,25.90,32.27,148.56,496.91,640.54,,,,,18.48,5.74,5.76,12.44,11.6,11.64,22.53,22.82,14.45,14.51,27.09,27.24,81.52,94.26,0.94,0.3,-0.02,0.1,0.15,18.75,11.6,93.43,6.6,0,0.43,-0.03,0.52,15.93,281.49,-0.1,6.48,4.11,33.05,,,26.60,,,,"2,359.96",136,115.93,,135.43,55.34,28.51,123.89,39.56,44.66,56.55,43.45,133.05,78.98,74.92,137.03,97.96,22.50,178.72,105.52,115.06,238.49,155.33,76.83,71.41,77.6,5.42,20.51,14.95,12.04,21.28,14.66,"999,999,999",14.31,0.34,33.19,16.29,37.56,28.26,102.01,12.28,6.16,0,2.02,2.52,3.93,4.72,4.17,9.11,40.08,3.01,3.79,14.63,24.94,19.42,78,0,7.56,48.27,6.14,12.97,1.78,0.08,0.03,"17,314.58",,,,,,,,,28.72,175.46,"6,609.02",14.41,43.51,56.49,39.99,"17,314.58","8,029.35","7,533.88",-29.38,765.48,492.92,598.18,,28.72,"6,609.02",14.41,
계룡건설산업(주),13580,코스피,2012,0.0,계룡건설산업(주),1,41,64102,종합 건설업,1996/01/30,,3.75,0.19,0,-4.99,6.68,2.67,170.92,-0.87,-11.34,-4.03,-74.45,-85.83,,,,,8.2,2.74,0.29,3.11,2.66,0.28,8.21,0.53,3.2,0.34,94.70,5.47,91.8,97.26,-2.07,-1.43,1.43,-0.06,0.18,56.77,1.67,99.34,9.22,0.0,0.0,1.43,0.52,8.45,55.59,2.06,4.99,5.39,931.49,,,89.25,,,,"172,980.85",276,"-7,475.40",,"4,735.03",72.16,17.74,259.20,59.36,27.84,31.87,68.13,"1,024.79",87.36,58.63,137.41,113.04,20.91,200.06,65.15,173.19,"1,847.53",115.52,213.79,164.79,71.65,49,79.49,19.65,36.17,113.50,1.45,1.46,29.3,10.63,74.68,28.28,86.29,3.45,6.49,2.35,2.46,1.91,0.97,1.17,3.0,34.6,1.44,5.53,66.01,1.34,1.53,10.88,33.53,81.04,16.02,62.03,3.78,96.47,3.54,9.66,0.81,0.11,0.02,"183,731.49",,,,,,,,,11.34,142.27,"325,211.51",11.89,77.96,22.04,2.42,"183,731.49","10,269","143,240.96","22,155.47",0,0,"8,066.07",,11.34,"325,211.51",11.89,
우양에이치씨(주),101970,코스닥,2012,0.0,우양에이치씨(주),4,25,32501,금속가공제품 제조업; 기계 및 가구 제외,2012/07/26,2015/03/17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
우양에이치씨(주),101970,코스닥,2013,0.0,우양에이치씨(주),4,25,32501,금속가공제품 제조업; 기계 및 가구 제외,2012/07/26,2015/03/17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
코스모신소재(주),5070,코스피,2012,0.0,코스모신소재(주),1,20,32004,화학물질 및 화학제품 제조업; 의약품 제외,1987/09/28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
코스모신소재(주),5070,코스피,2013,0.0,코스모신소재(주),1,20,32004,화학물질 및 화학제품 제조업; 의약품 제외,1987/09/28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
코스모신소재(주),5070,코스피,2014,0.0,코스모신소재(주),1,20,32004,화학물질 및 화학제품 제조업; 의약품 제외,1987/09/28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)바이오니아,64550,코스닥,2013,0.0,(주)바이오니아,5,21,32103,의료용 물질 및 의약품 제조업,2005/12/29,,2.65,-9.67,0.0,0,-4.41,14.45,-7.77,-6,16.41,0,0,0,,,,,60.9,-15.25,-29.92,-5.2,-5.28,-10.36,-11.96,-23.47,-5.38,-10.55,-57.10,-112,39.1,115.25,-14.68,-10.63,9.92,-0.71,1.55,0,-6.92,128.87,23.09,24.04,0.0,7.43,13.26,10.98,74.65,6.15,8.16,8.46,354.24,,,75.01,,,,"1,838.08",-565,-291.21,,-280.40,41.71,30.07,71.55,29.17,58.29,42.24,57.76,454.24,138.01,114.46,85,59.44,6.44,183.39,0,656.51,378.06,27.93,136.77,116.19,94.62,20.58,0,-7.36,42.53,100.71,-1.50,-2.02,32.94,3.54,114.32,174.47,288.19,-8.05,-10.93,-4.65,-13.60,-1.54,0.35,0.35,0.78,3.74,0.62,11.77,31.01,0.87,1.31,2.62,139.57,5.93,11.90,7.70,1.71,213.90,0.57,1.05,0.42,0.0,0.0,"6,362.65",,,,,,,,,9.1,29.41,141.69,26.62,115.90,-15.90,-112.41,"6,362.65","-7,155.78","7,374.18","2,372.21",0,0,"4,234.33",,9.1,141.69,26.62,
(주)바이오니아,64550,코스닥,2014,0.0,(주)바이오니아,5,21,32103,의료용 물질 및 의약품 제조업,2005/12/29,,-3.68,-6.96,0.0,0,-0.80,-7.71,8.38,2.25,-25.31,0,0,0,,,,,58.42,-48.40,-75.95,-12.47,-12.59,-19.75,-28.93,-45.39,-12.75,-20.01,-127.92,-200.74,41.58,148.40,-27.55,-13.09,14.37,1.28,2.44,0,-16.01,173.11,26.78,32.93,0.0,8.0,10.32,8.93,81.64,6.62,10.04,9.44,331.05,,,71.78,,,,"1,299.64",-992,-314.06,,-628.98,39.97,35.31,66.57,25.85,60.03,44.84,55.16,431.05,133.90,111.95,86.18,55.75,7.63,134.99,0,879.34,272.04,15.35,123.03,103.43,98.48,19.60,0,-6.41,39.16,87.34,-3.26,-4.28,34.44,3.31,157.08,227.42,373.39,-10.9,-15.36,-6.01,-22.69,-3.37,0.26,0.26,0.6,2.64,0.46,9.13,39.96,0.64,0.94,1.95,186.83,3.98,10.53,6.04,1.23,295.60,0.44,0.86,0.29,0.0,0.0,478.47,,,,,,,,,0.71,2.38,13.22,2.68,"1,796.41","-1,696.41","-2,833.89",478.47,"-13,558.31","8,595.21","2,566.34",0,0,"3,311.70",,0.71,13.22,2.68,
(주)대우건설,47040,코스피,2012,0.0,(주)대우건설,1,41,64101,종합 건설업,2001/03/23,,4.13,-9.82,0,-1.23,-3.95,8.39,40.49,0.28,17.15,4.17,-0.10,-69.72,,,,,9.97,4.2,2.10,4.01,3.58,1.79,10.13,5.28,4.92,2.46,16.63,8.51,90.03,95.8,-1.43,-1.14,1.14,0.05,0.25,38.66,2.76,97.35,9.58,0.21,0.65,1.12,0.61,10.47,103.20,1.5,4.93,5.71,66.27,,,42.75,,,,"19,785.82",431,"-2,749.63",,831.73,68.13,21.24,213.73,53.65,31.87,34.6,65.4,161.37,92.13,55.11,161.58,127.26,9.34,187.26,55.74,571.33,"12,236.84",32.78,189.05,121.87,47.86,67.18,89.52,25.96,27.91,80.69,2.55,3.42,14.55,0.69,78.52,39,87.88,-9.69,-22.69,-6.34,-7.60,3.67,0.85,1.17,2.41,3.96,1.32,14.23,25.65,1.27,1.57,6.73,54.20,358.10,9.94,40.42,3.12,116.85,2.56,11.18,0.79,0,0.01,"1,354,073.61",,,,,,,,,13.73,320.28,"2,422.60",16.47,59.28,40.72,12.78,"1,354,073.61","227,947.72","802,635","94,086.89","124,047","54,145","51,212",,13.73,"2,422.60",16.47,
(주)대우건설,47040,코스피,2013,0.0,(주)대우건설,1,41,64101,종합 건설업,2001/03/23,,2.67,0.05,0,0.26,0.98,3.46,3.91,-22.58,6.79,0,0,"-4,206.63",,,,,3.87,-2.79,-8.18,-2.11,-2.45,-7.19,-8.07,-24.13,-3.31,-9.71,-11.77,-34.54,96.13,102.79,-6.78,-0.98,0.98,-0.19,0.09,0,-6.33,109.17,9.15,0.18,0.63,0.86,0.59,12.98,103.05,1.24,3.98,4.15,29.83,,,28.12,,,,"21,130.21","-1,747","-1,216.14",,-588.67,68.65,21.34,218.97,54.0,31.35,26.22,73.78,124.93,119.59,59.15,146.07,114.91,8.61,208.26,67.64,634.68,"5,242.14",32.81,281.46,179.27,53.1,102.19,123.72,21.65,29.74,113.46,-2.04,-8.76,6.69,0.33,77.80,35.96,86.10,-11.03,-27.37,-8.14,-9.38,-2.84,0.88,1.19,2.9,4.23,1.26,18.41,19.83,1.29,1.63,6.04,60.46,217.56,8.09,42.03,3.05,119.69,2.78,12.58,0.78,0,0.01,"405,379.72",,,,,,,,,4.0,94.39,731.03,4.62,225.45,-125.45,-177.13,"405,379.72","-839,724.66","913,926","86,015.38","123,239","62,921","59,003",,4.0,731.03,4.62,
(주)바른테크놀로지,29480,코스닥,2012,0.0,(주)광무,5,26,32604,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",1996/08/27,,0.0,0,0.0,0,0,0,0,0,0,0,0,0,,,,,18.02,-14.03,-25.96,-8.19,-10.36,-19.16,-19.58,-36.23,-15.08,-27.9,-89.32,-165.26,81.98,114.03,-10.08,-11.65,2.28,-0.41,0.15,0,-17.48,122.51,15.43,0,0.0,1.74,5.1,20.48,105.47,3.57,13.27,13.27,383.60,,,84.55,,,,326.42,-848,-46.04,,-45.79,42.62,31.99,74.29,28.99,57.38,52.89,47.11,456.21,108.48,90.25,117.03,79.59,3.09,135.25,219.85,298.09,0,45.37,89.07,68.86,85.19,20.21,172.32,6.2,29.03,54.88,-2.69,-9.57,44.47,3.84,57.75,77.73,93.03,-22.1,-35.87,-10.41,-14.11,-6.15,0.74,1.07,1.4,6.37,1.57,11.93,30.59,1.73,2.55,5.41,67.43,0,171.59,0,4.0,91.19,1.29,3.3,0.93,0.0,0.01,"2,867.93",,,,,,,,,5.14,22.99,112.26,6.96,290.60,-190.60,-372.71,"2,867.93","-9,927.79","8,334.17",938.85,766.78,0,"2,755.93",,5.14,112.26,6.96,
(주)바른테크놀로지,29480,코스닥,2013,0.0,(주)광무,5,26,32604,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",1996/08/27,,-36.57,-11.65,0.0,0,-34.17,-39.80,-32.89,-70.22,-50.13,0,0,0,,,,,-10.17,-67.72,-139.87,-29.47,-30.5,-63.0,-72.62,-150,-42.77,-88.35,-174.97,-361.40,110.17,167.72,-71.94,-68.66,5.97,-0.16,0.58,0,-60.31,233.45,12.15,0,0.0,2.44,4.42,18.24,140.76,4.64,11.29,10.87,12,,,14.81,,,,"1,089.16","-1,897",-51.51,,-737.53,40.45,35.66,67.93,26.03,59.55,24.83,75.17,93.21,239.80,152.99,66.23,42.61,2.46,59.87,0,44.02,0,135.99,302.71,245.96,84.04,56.74,0,-20.62,42.49,171.09,-8.20,-22.39,3.2,0.12,92.75,129.25,130.06,-12.74,-22.55,-9.58,-16.51,-11.34,0.45,0.63,1.07,2.58,0.78,3.95,92.37,1.08,1.62,3.23,112.98,0,108.78,0,3.08,118.60,0.77,1.75,0.51,0.42,0.01,"-19,191.93",,,,,,,,,-54.24,-173.98,"-1,147.53",-93.46,0,0,0,"-19,191.93","-28,676.75","6,095.68","1,226.20",417.96,0,"2,218.94",,-54.24,"-1,147.53",-93.46,
(주)바른테크놀로지,29480,코스닥,2014,0.0,(주)광무,5,26,32604,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",1996/08/27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)바른테크놀로지,29480,코스닥,2015,0.0,(주)광무,5,26,32604,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",1996/08/27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)바른테크놀로지,29480,코스닥,2016,0.0,(주)광무,5,26,32604,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",1996/08/27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)케이지이니시스,35600,코스닥,2012,0.0,(주)케이지이니시스,5,58,105802,출판업,2002/11/22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)케이지이니시스,35600,코스닥,2013,0.0,(주)케이지이니시스,5,58,105802,출판업,2002/11/22,,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,,,,,25.23,8.66,5.20,8.23,6.86,4.12,16.73,10.78,8.01,4.81,283.27,132.73,74.77,91.34,-1.41,0.32,-1.13,0,0.70,28.37,3.22,90.52,5.5,0,0.0,-1.23,0.73,8.52,66.29,-1.52,2.55,2.55,"1,152.04",,,98.90,,,,"16,347.53",680,"1,377.03",,"1,416.34",74.28,0.18,288.80,74.15,25.72,41,59,"1,230.93",62.74,47.46,162.14,161.85,58.05,"8,208.91",0.46,416.24,"8,208.91","1,972.15",143.93,111.75,38.2,32.18,46.34,28.47,18.78,45.82,14.33,"999,999,999",39.09,16.14,93.84,32.49,108.20,11.3,35.50,6.67,8.42,0,0.79,0.92,1.93,32.7,1.34,30.54,11.95,1.07,1.07,602.34,0.61,602.34,0,0,7.34,49.74,3.08,11.36,0.66,0.0,0.03,"49,356.23",,,,,,,,,9.4,134.89,"2,148.68",11.87,42.69,57.31,43.80,"49,356.23","30,177.08","21,072.42","-4,703.87",0,0,"2,810.60",,9.4,"2,148.68",11.87,
(주)케이지이니시스,35600,코스닥,2014,0.0,(주)케이지이니시스,5,58,105802,출판업,2002/11/22,,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,,,,,20.73,7.26,4.69,7.83,7.07,4.57,16.94,10.47,8.17,5.28,308.92,137.74,79.27,92.74,-0.72,-0.26,-0.17,0.02,0.51,28.30,4.41,93.54,4.36,0,0.0,-0.18,0.79,11.62,58.99,-0.28,2.85,2.85,"1,286.07",,,100.38,,,,"21,272.10",717,"-1,770.54",,"1,544.60",75.87,0.27,314.38,75.66,24.13,41.76,58.24,"1,315.46",57.79,53.58,138.04,137.66,14.15,"5,018.25",0.99,582.16,"5,018.25",862.01,139.47,131.62,91.15,7.85,15.69,20.91,20.9,50.05,11.86,"999,999,999",41.09,17.94,77.87,24.77,88.86,-13.92,-38.80,-8.11,-8.32,0,0.97,1.13,2.33,42.54,1.67,54.56,6.69,1.28,1.29,470.33,0.78,470.33,0,0,9.37,38.94,4.04,14.35,0.74,0.0,0.03,"61,614.94",,,,,,,,,10.96,161.45,"3,223.98",11.25,36.68,63.32,41.70,"61,614.94","35,829.55","22,598.74",-914.04,0,0,"4,100.70",,10.96,"3,223.98",11.25,
(주)케이지이니시스,35600,코스닥,2015,0.0,(주)케이지이니시스,5,58,105802,출판업,2002/11/22,,8.7,15.83,0.0,0,21.78,4.54,-2.62,-7.72,27.21,-49.71,-104.94,-101.27,,,,,15.68,2.87,0.48,3.82,3.41,0.57,8.7,-0.54,3.97,0.67,152.89,-6.70,84.32,97.13,-0.76,-0.23,0.04,0.03,0.82,77.10,0.62,97.92,3.9,0,0.0,0.04,0.92,15.54,74.04,0.08,1.82,2.03,"1,261.09",,,109.97,,,,"26,217.59",-35,"-2,661.39",,752.54,72.96,0.25,269.88,72.78,27.04,36.82,63.18,"1,176.07",73.43,55.47,142.34,141.98,6,"4,761.89",0.85,578.92,"4,761.89",822.55,171.58,139.21,62.97,32.37,54.92,21.70,24.1,65.44,7.45,50.93,38.67,17.78,62.60,21.59,74.73,-15.06,-39.50,-9.52,-8.35,67.97,1.19,1.38,3.03,53.27,1.95,71.96,5.07,1.6,1.6,606.27,0.60,606.27,0,0,12.39,29.45,4.63,16.92,0.93,0.0,0.04,"48,366.18",,,,,,,,,7.91,109.42,972.07,6.94,55.85,44.15,6.96,"48,366.18","14,692.28","27,013.69",294.28,0,0,"6,365.94",,7.91,972.07,6.94,
(주)카테아,26260,코스닥,2015,1.0,(주)위너지스,4,46,74608,도매 및 상품 중개업,1996/09/24,2018/10/11,91.18,204.40,0.0,-19.93,94.88,88.70,"16,282.80",-18.32,258.28,0,0,0,,,,,42.09,-19.20,-88.72,-14.05,-14.42,-66.64,-29.58,-107.65,-17.84,-82.43,-40.20,-145.63,57.91,119.20,-69.53,-3.65,3.65,-0.26,2.76,0,-63.9,186.64,8.97,0,0.0,1.91,5.12,35.16,9.72,5.35,4.73,9.01,14.35,,,7.77,,,,"1,005.19",0,-578.38,,-192.99,59.03,16.73,144.09,49.15,40.97,31.66,68.34,114.25,129.39,55.84,221.62,184.54,20.11,255.54,30.49,497.26,564.83,51.39,215.83,84.13,25.23,131.71,128.73,32.39,50.04,158.04,-4.64,-23.32,2.61,0.09,78.95,54.19,149.79,-33.67,-45.98,-23.01,-40.22,-5.26,0.75,0.93,1.54,2.09,1.47,14.61,24.99,1.27,1.42,11.51,31.70,25.26,138.40,24.97,3.94,92.70,1.85,8.23,0.92,1.18,0.01,"-13,958.52",,,,,,,,,-33.26,-318.03,-629.84,-58.15,0,0,0,"-13,958.52","-21,298.75","4,114.09",875.62,0,0,"2,350.52",,-33.26,-629.84,-58.15,
