회사명,거래소코드,회계년도,소속코드,통계청 한국표준산업분류 코드 10차(대분류),산업코드,산업명,상장일,상장폐지일,총자본증가율,유형자산증가율,유동자산증가율,영업이익증가율,경상이익증가율 (2007년 이전 발생),순이익증가율,재고자산증가율,자기자본증가율,매출액증가율,종업원1인당 부가가치증가율,종업원수증가율,비유동자산증가율,종업원1인당 매출액증가율,종업원1인당 인건비증가율,매출액총이익률,매출액영업이익률,매출액경상이익률 (2007년 이전 발생),매출액순이익률,총자본사업이익률,총자본영업이익률,총자본경상이익률 (2007년 이전 발생),총자본순이익률,자기자본영업이익률,자기자본경상이익률 (2007년 이전 발생),자기자본순이익률,자본금영업이익률,자본금경상이익률 (2007년 이전 발생),자본금순이익률,조세 대 조세차감전순이익률,기업경상이익률 (2007년 이전 발생),투자수익률 (2007년 이전 발생),기업순이익률,경영자본영업이익률,경영자본순이익률,매출원가 대 매출액비율,영업비율,영업외손익률,금융비용부담률,외환이익 대 매출액비율,광고선전비 대 매출액비율,수지비율,인건비 대 총비용비율,조세공과 대 총비용비율,금융비용 대 총비용비율,감가상각비 대 총비용비율,감가상각률,누적감가상각률,이자부담률,지급이자율,차입금평균이자율,사내유보율,사내유보 대 자기자본비율,적립금비율(재정비율),평균배당률,자기자본배당률,배당성향,1주당매출액(원),EPS(Earning Per Share)(원),1주당경상이익 (2007년 이전 발생)(원),CPS(Cash flow Per Share)(원),BPS(Book-value Per Share)(원),유보율,R & D 투자효율,1주당영업이익(원),유동자산구성비율,재고자산 대 유동자산비율,유동자산 대 비유동자산비율,당좌자산구성비율,비유동자산구성비율,자기자본구성비율,타인자본구성비율,자기자본배율,비유동비율,비유동장기적합률,유동비율,당좌비율,현금비율,원재료비율,매출채권비율,재고자산 대 순운전자본비율,매출채권 대 매입채무비율,"매출채권 대 상,제품비율",매입채무 대 재고자산비율,부채비율,유동부채비율,단기차입금 대 총차입금비율,비유동부채비율,비유동부채 대 순운전자본비율,순운전자본비율,차입금의존도,차입금비율,이자보상배율(이자비용),이자보상배율(순금융비용),유보액대비율,유보액 대 납입자본배율,유동자산집중도,비유동자산집중도,투자집중도,CASH FLOW 대 부채비율,CASH FLOW 대 차입금비율,CASH FLOW 대 총자본비율,CASH FLOW 대 매출액비율,영업이익대비이자보상배율,총자본회전률,경영자본회전률,자기자본회전률,자본금회전률,타인자본회전률,매입채무회전률,매입채무회전기간,유동자산회전률,당좌자산회전률,재고자산회전률,재고자산회전기간,"상품,제품회전률","원,부재료회전률",재공품회전률,매출채권회전률,매출채권회전기간,비유동자산회전률,유형자산회전율,순운전자본회전률,운전자본회전률,1회전기간,부가가치(백만원),종업원1인당 부가가치(백만원),종업원1인당 매출액(백만원),종업원1인당 경상이익 (2007년 이전 발생)(백만원),종업원1인당 순이익(백만원),종업원1인당 인건비(백만원),노동장비율,기계장비율,자본집약도,총자본투자효율,설비투자효율,기계투자효율,부가가치율,노동소득분배율,자본분배율,이윤분배율,부가가치(백만원),법인세비용차감전(계속사업)손익(백만원),인건비(백만원),금융비용(백만원),임차료(백만원),조세공과(백만원),감가상각비(백만원),종업원1인당 부가가치(백만원),총자본투자효율,기계투자효율,부가가치율,종업원수
주식회사정일스톨트헤븐울산,018466,2021/12,7,52,085201,창고 및 운송관련 서비스업,0000/00/00,0000/00/00,-1.36,3.48,-31.92,-10.73,,-4.49,0,5.97,0.64,0,0,2.61,0,0,0,29.73,,21.36,8.50,8.49,,6.10,18.39,,13.21,"2,480.31",,"1,781.55",24.98,,,6.93,9.03,6.49,0,70.27,-2.55,2.91,-2.56,0.01,73.70,28.96,1.69,3.82,33.14,11.19,119.66,1.54,1.77,1.72,0,98.24,99.28,600,4.32,33.68,"834,233.76","178,155",,"375,741.79","1,321,767.59","13,776.69",0,"248,030.90",7.94,0,8.62,7.94,92.06,47.82,52.18,"13,876.69",192.53,142.97,22.29,22.29,12,0,0,0,0,0,0,109.13,74.47,65.70,34.66,0,-27.67,48.20,100.79,10.03,10.34,47.47,137.77,34.09,316.19,320.04,25.58,27.69,13.35,46.43,10.21,0.29,0.30,0.62,83.42,0.53,0,0,2.93,2.93,0,0,0,0,0,10,36.50,0.32,0.32,0.57,0.10,0.03,"86,033.79",0,0,,0,0,0,0,0,22.80,27.63,66.28,79.33,27.80,72.20,26.92,"86,033.79","29,476.60","23,920.68","3,157.32",714.18,"1,397.13","27,367.88",0,22.80,66.28,79.33,0
주식회사정일스톨트헤븐울산,018466,2022/12,7,52,085201,창고 및 운송관련 서비스업,0000/00/00,0000/00/00,2.83,-0.73,43.75,10.23,,4.75,0,4.80,8.95,0,0,-0.69,0,0,0,30.08,,20.53,9.34,9.29,,6.34,19.24,,13.13,"2,734.05",,"1,866.23",24.53,,,7.38,9.72,6.63,0,69.92,-3.95,3.37,-2.47,0,74.46,29.48,1.42,4.43,31.71,11.17,118.94,2.01,2.72,2.49,0,98.32,99.31,800,5.50,42.87,"908,886.71","186,623",,"421,242.86","1,372,214.02","14,442.92",0,"273,404.66",11.10,0,12.48,11.10,88.90,48.73,51.27,"14,542.92",182.44,137.38,31.45,31.45,17.28,0,0,0,0,0,0,105.21,72.41,59.54,32.79,0,-24.19,39.50,81.05,8.53,8.74,48.40,144.43,30.89,292.93,325.35,26.04,33.81,13.35,43.84,8.92,0.31,0.32,0.64,90.89,0.60,0,0,3.24,3.24,0,0,0,0,0,9.36,39.01,0.34,0.35,0.69,0.11,0.03,"91,940.79",0,0,,0,0,0,0,0,23.70,27.35,66.21,77.81,28.85,71.15,26.39,"91,940.79","30,871.02","26,528.79","3,986.34",740.78,"1,277.59","28,536.26",0,23.70,66.21,77.81,0
주식회사정일스톨트헤븐울산,018466,2023/12,7,52,085201,창고 및 운송관련 서비스업,0000/00/00,0000/00/00,-4.38,-4.46,-6.21,13.17,,12.30,0,3.41,6.40,0,0,-4.15,0,0,100,32,,21.67,10.72,10.60,,7.18,20.92,,14.17,"3,094.14",,"2,095.74",23.93,,,8.86,10.75,7.28,0,68,-4.58,5.06,-0.14,0,72.99,30.73,1.45,6.83,32.92,11.83,139.77,3.40,4.39,4.42,100,98.38,99.34,800,5.32,38.17,"967,057.14","209,574",,"455,899.31","1,423,865.73","14,938.66",0,"309,413.69",10.88,0,12.21,10.88,89.12,52.70,47.30,"15,038.66",169.10,139.32,30.20,30.20,17.04,0,0,0,0,0,0,89.76,68.38,73.63,21.38,0,-25.15,41.92,79.54,5.89,6.42,52.35,149.39,33.18,268.66,289.38,32.49,36.66,15.37,45.35,6.32,0.33,0.34,0.65,96.71,0.67,0,0,3.01,3.01,0,0,0,0,0,8.82,41.40,0.37,0.38,0.71,0.11,0.02,"101,966.80",0,0,,0,0,0,0,0,27.49,32.25,80.83,81.11,28.07,71.93,26.72,"101,966.80","34,465.46","28,618.01","6,361.66",512.10,"1,347.96","30,661.61",0,27.49,80.83,81.11,0
주식회사제이에프티,088772,2018/12,7,46,074604,도매 및 상품 중개업,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,25.50,19.12,,15.26,83.55,82.99,,66.23,109.81,,87.63,"19,545.36",,"15,597.99",21.66,,,66.10,99.76,79.61,74.50,80.88,0.35,-0.03,0.31,0.47,80.77,3.65,0.01,-0.04,0.13,58.63,86.85,-0.53,1.46,2.91,0,99.36,99.44,0,0,0,"511,087.11","38,995",,"77,345.41","177,723.51","17,699.24",0.29,"97,726.81",81.53,3.33,441.52,78.82,18.47,75.58,24.42,"17,799.24",24.43,24.43,333.84,322.73,237.30,0,34.87,4.75,"1,455.65",34.87,2.40,32.32,32.32,0,0,0,57.11,14.86,19.66,191.73,"999,999,999",75.15,176.99,18.79,4.25,38.34,67.23,110.49,16.42,7.57,0,4.34,5.22,5.74,"1,022.17",17.77,"6,679.59",0.05,5.32,5.51,159.99,2.28,159.99,0,0,458.87,0.80,23.50,941.85,4.10,0,0.33,"11,720.64",0,0,,0,0,0,0,0,49.77,"10,799.66","257,512.65",22.93,13.02,86.98,66.54,"11,720.64","9,951.79","1,525.80",-15.18,198.52,3.55,56.16,0,49.77,"257,512.65",22.93,0
주식회사제이에프티,088772,2019/12,7,46,074604,도매 및 상품 중개업,0,0,70.58,88.89,92.38,-2.45,,-17.88,55.76,92.16,17.71,0,0,-25.65,0,0,24.35,15.85,,10.65,30.96,29.92,,20.10,36.66,,24.63,"9,152.04",,"6,148.43",24.15,,,19.35,33.03,22.19,75.65,84.15,-1.82,-0.40,0.82,0.56,86.28,3.86,0.01,-0.45,0.24,27.96,27.97,-4.08,2.68,2.68,0,70.43,99.68,0,0,0,"288,775.58","32,023",,"9,839.72","162,275.59","31,472.72",0.33,"45,760.22",91.95,2.69,"1,142.36",89.47,8.05,85.14,14.86,"31,572.72",9.45,9.45,618.71,602.04,385.97,0,79.50,3.21,92.92,83.86,85.56,17.46,17.46,0,0,0,77.09,8.71,10.23,101.78,"999,999,999",84.87,314.73,46.66,6.30,63.39,81.94,139.78,12.18,8.13,0,1.89,2.08,2.31,577.55,10.26,138.83,2.63,2.14,2.21,73.64,4.96,76.04,0,0,118.67,3.08,15.87,383.77,1.77,0.02,0.19,"10,621.81",0,0,,0,0,0,0,0,26.44,"5,181.39","21,477.42",17.66,19.27,80.73,60.30,"10,621.81","8,439.01","2,047.17",-239.17,240.84,5.11,128.85,0,26.44,"21,477.42",17.66,0
주식회사제이에프티,088772,2020/12,7,46,074604,도매 및 상품 중개업,0,0,7.08,-26.08,4.78,-52.29,,-54.93,-31.87,8.44,-55.11,0,0,33.44,0,0,31.99,16.84,,10.69,11.24,10.93,,6.94,12.76,,8.10,"4,198.46",,"2,664.23",22.14,,,6.78,11.64,7.39,68.01,83.16,-3.36,-0.24,-3.65,0.15,86.85,9.87,0.27,-0.27,0.70,21.97,33.79,-1.07,1.82,1.82,0,72.73,99.71,0,0,0,"124,632.53","14,431",,"24,642.06","168,950.68","34,136.95",2.24,"20,992.30",89.97,1.75,896.98,88.39,10.03,86.22,13.78,"34,236.95",11.63,11.63,652.67,641.23,458.34,0,208.05,2.07,118.42,208.05,175.68,15.99,15.99,0,0,0,76.18,8.14,9.44,71.31,"999,999,999",85.96,341.37,140.07,13.98,148.06,62.30,105.56,8.59,13.68,0,0.65,0.69,0.76,249.27,4.54,26.44,13.80,0.71,0.73,32.28,11.31,33.31,0,0,24.53,14.88,7.15,151.48,0.62,0.03,0.08,"6,477.41",0,0,,0,0,0,0,0,15.06,"4,274.58","16,656.91",23.99,36.64,63.36,44.56,"6,477.41","3,642.27","2,373.37",-63.91,292.35,64.75,168.58,0,15.06,"16,656.91",23.99,0
주식회사제이에프티,088772,2021/12,7,46,074604,도매 및 상품 중개업,0,0,-2.61,-36.07,-21.40,-41.89,,3.50,-9.01,8.05,20.32,0,0,165.93,0,0,22.52,8.13,,9.19,8.25,6.23,,7.04,6.85,,7.74,"2,439.71",,"2,757.45",41.34,,,5.13,7.39,8.35,77.48,91.87,7.33,-2.49,4.29,0.25,85.77,8,0.23,-2.67,0.68,27.22,50.02,-20.90,0,2.95,0,74.77,99.73,0,0,0,"149,955.68","14,936",,"5,287.20","183,123.59","36,894.41",2.33,"12,198.55",72.61,2.03,265.10,71.14,27.39,95.66,4.34,"36,994.41",28.63,28.63,"1,672.98","1,639.06","1,268.49",0,263.51,2.16,250.81,263.51,105.07,4.54,4.54,0,0,0,68.27,0,0,51.21,"999,999,999",95.40,368.94,106.38,24.30,97.23,178.31,0,7.74,9.98,0,0.77,0.91,0.84,299.91,8.39,35.33,10.33,0.94,0.96,50.18,7.27,50.18,0,0,21.40,17.05,4.12,261.58,0.85,0.03,0.07,"7,231.92",0,0,,0,0,0,0,0,17.26,"7,464.73","18,165.49",22.26,33.51,66.49,41.31,"7,231.92","5,024.43","2,423.15",-809.65,320.61,68.28,205.08,0,17.26,"18,165.49",22.26,0
주식회사제이에프티,088772,2022/12,7,46,074604,도매 및 상품 중개업,0,0,-10.77,-42.84,-8.86,-95.82,,0,105.50,-42.19,-28.52,0,0,-15.83,0,0,23.15,0.48,,-4.59,0.61,0.28,,-2.69,0.35,,-3.37,101.89,,-983.19,0,,,-2.68,0.37,-3.53,76.85,99.52,-3.44,0.01,3.73,0.78,102.76,10.27,0.09,0.01,0.76,30.61,72.62,0.03,1.11,2.22,0,124.74,167.92,0,0,0,"107,187.64","-5,326",,"-15,359.74","105,463.23","35,911.22",4.16,509.47,74.16,4.57,287.04,70.77,25.84,61.97,38.03,"21,385.61",41.69,41.69,195.03,186.11,69.10,0,377.52,9.38,269.40,389.38,140.13,61.36,61.36,0,0,0,36.14,32.10,51.80,0.83,-292.12,104.07,359.11,125.18,45.50,123.80,-7.68,-9.09,-2.92,-4.70,47.04,0.59,0.77,0.73,214.38,2.90,19.16,19.05,0.80,0.83,24.65,14.81,25.16,0,0,7.24,50.38,2.20,305.07,0.63,0.08,0.02,"2,539.35",0,0,,0,0,0,0,0,6.79,"4,585.78","8,454.25",10.93,103.53,-3.53,-41.94,"2,539.35",-687.82,"2,629.01",2.35,379.02,22.53,194.27,0,6.79,"8,454.25",10.93,0
주식회사제이에프티,088772,2023/12,7,46,074604,도매 및 상품 중개업,0,0,-39.49,-46.75,-56.87,0,,0,-65.27,-41.74,-35.37,0,0,10.41,0,0,25.93,-13.37,,0.90,-6.67,-6.69,,0.45,-10.94,,0.73,"-1,851.75",,124.07,10.15,,,1.96,-9.70,0.65,74.07,113.37,14.28,3.03,-0.73,0.02,99.27,11.96,0.07,2.44,0.85,34.61,124.93,3.90,5.42,4.50,100,123.81,197.93,0,0,0,"92,366.25","1,241",,"-9,352.64","82,077.76","24,660.92",11.86,"-12,345.06",52.86,3.68,112.12,50.91,47.14,59.67,40.33,"12,459.66",79.01,79.01,131.06,126.24,24.89,0,"1,512.85",15.53,"2,596.64","1,512.86",58.26,67.59,67.59,0,0,0,12.53,37.58,62.97,-4.35,1.30,118.10,246.61,132.19,67.70,84.07,-26.57,-28.52,-10.72,-16.15,-4.41,0.50,0.73,0.82,138.55,1.29,14.77,24.72,0.76,0.79,17.58,20.77,17.98,0,0,2.62,139.17,1.48,353.75,0.48,0.20,0.01,"3,336.28",0,0,,0,0,0,0,0,14.75,"11,315.19","17,903.32",22.23,66.76,33.24,4.03,"3,336.28",137.35,"2,227.22",454.55,346.52,12.24,158.40,0,14.75,"17,903.32",22.23,0
주식회사케이티이노에듀,043269,2013/12,7,63,106309,정보서비스업,0000/00/00,0000/00/00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.10,0,-5.06,1.88,1.88,0,-8.64,5.68,0,-26.17,13.11,0,-60.42,0,0,0,-7.90,1.90,-8.75,0,98.90,-6.15,0.43,0,1.50,105.05,21.64,1,0.41,10.02,29.57,28.24,1.11,2.93,2.93,0,-3.18,56.69,0,0,0,"5,974.25",-302,0,243.90,-224.71,130.88,23.38,65.55,53.40,0,114.59,53.40,46.60,33.03,66.97,230.88,141.10,126.05,84.72,84.72,6.04,0,0,0,0,0,0,202.77,190.84,0,11.93,0,-9.63,25.36,76.79,2.53,-10.65,18.72,1.31,31.24,27.26,57.80,10.42,27.51,6.98,4.08,2.53,1.71,1.73,5.18,11.95,2.55,0,0,3.20,3.20,0,0,0,0,0,3.72,98.02,3.67,50.02,1.47,0.27,0.01,"6,995.71",0,0,0,0,0,0,0,0,55.44,"1,622.57",0,32.44,70.14,29.86,-15.59,"6,995.71","-1,090.59","4,907.11",93.60,586.56,227.76,"2,271.27",0,55.44,0,32.44,0
주식회사케이티이노에듀,043269,2014/12,7,63,106309,정보서비스업,0000/00/00,0000/00/00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-31.52,0,-34.71,-75.52,-75.57,0,-83.23,0,0,0,-366.77,0,-403.94,0,0,0,-80.86,-76.90,-84.69,0,131.52,-3.19,0.99,0,1.18,134.70,19.10,0.51,0.73,9.56,38.17,33.29,1.74,4.87,4.87,0,0,0,0,0,0,"5,818.92","-2,020",0,30.78,0,0,29.93,"-1,833.86",45.10,0,82.15,45.10,54.90,0,135.98,0,0,0,34.05,34.05,0.54,0,0,0,116.55,0,0,0,0,0,0,0,-87.36,49.41,0,-31.39,-34.22,0,0,18.81,22.90,40.98,0.93,2.57,1.27,0.53,-31.98,2.40,2.44,0,11.64,1.76,7.09,51.44,5.32,5.32,0,0,0,0,0,6.09,59.96,4.37,69.27,1.35,0,0.12,"2,145.74",0,0,0,0,0,0,0,0,24.49,707.59,0,10.21,251.94,-151.94,-339.80,"2,145.74","-7,291.14","5,405.92",207.02,974.63,143.14,"2,706.15",0,24.49,0,10.21,0
주식회사케이티이노에듀,043269,2015/12,7,63,106309,정보서비스업,0000/00/00,0000/00/00,-33.13,-53.64,-24.93,0,0,0,0,0,-13.90,0,0,-39.87,0,0,0,-17.55,0,-23.71,-43.39,-43.43,0,-58.67,0,0,0,-137.29,0,-185.44,0,0,0,-56.41,-43.90,-59.29,0,117.55,-6.16,0.91,0,1.55,123.61,15.54,0.72,0.74,11.28,41.23,47.86,1.70,0,7.79,0,0,0,0,0,0,"3,910.77",0,0,96.73,0,0,0,-686.43,50.63,0,102.55,50.63,49.37,0,129.49,0,0,0,40.37,40.37,15.02,0,0,0,138.30,0,0,0,0,0,0,0,-74.80,0,0,-18.83,-24.94,0,0,19.12,21.29,32.38,3.68,0,4.77,1.54,-19.21,2.47,2.50,0,7.82,1.86,9.16,39.86,5.23,5.23,0,0,0,0,0,7.51,48.63,4.70,81.51,1.40,0,0.11,"2,764.94",0,0,0,0,0,0,0,0,47.20,"1,966.86",0,15.29,126.13,-26.13,-155.09,"2,764.94","-4,288.17","3,487.37",165.28,706.09,162.03,"2,532.33",0,47.20,0,15.29,0
주식회사케이티이십일개발,078239,2015/12,7,68,126801,부동산업,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.25,1.15,0,-1.54,1.68,1.29,0,-1.73,12.95,0,-17.37,55.47,0,-74.44,0,0,0,1.29,1.32,-1.77,66.75,98.85,-2.69,2.69,0,8.78,101.54,2.05,0.10,2.64,0.10,31.16,7.26,3.35,2.77,5.53,0,76.66,76.66,0,0,0,"241,269.60","-1,861",0,"-195,622.28","41,567",328.44,0,"2,773.66",97.20,75.38,"3,477.04",23.94,2.80,9.94,90.06,428.44,28.13,4,323.53,79.66,72.21,0,0,109.10,0,0,0,906.13,302.29,5.91,603.84,89.36,67.16,61.64,620.16,0.38,0.43,7.62,3.28,86.84,2.50,174.51,-25.19,-36.81,-22.69,-40.54,0.43,1.12,1.15,11.26,48.25,1.24,0,0,1.15,4.68,1.53,238.91,34.70,1.74,19.48,0,0,40.04,"12,874.58",0.88,0.65,0,480.22,0,0,0,0,0,0,0,0,2.23,"25,625.61",0,3.98,52.56,47.44,-38.75,480.22,-186.09,252.38,324.92,64.52,12.36,12.13,0,2.23,0,3.98,0
주식회사케이티이십일개발,078239,2016/12,7,68,126801,부동산업,0,0,8.79,27.96,10.90,"5,766.34",0,0,-35.29,280.63,152.54,0,0,-64.73,0,0,30.44,26.70,0,19.73,36.28,36.16,0,26.72,158.04,0,116.78,"1,627.12",0,"1,202.32",21.86,0,0,28.29,36.67,27.10,69.56,73.30,-1.49,1.16,0,1.77,74.82,1.32,0.05,1.55,0.05,16.75,10.10,2.04,2.94,2.90,0,93.87,93.87,0,0,0,"304,649.55","60,116",0,"-32,135.41","81,009.37","1,530.75",0,"81,356.17",99.09,43.98,"10,933.66",55.51,0.91,34.77,65.23,"1,630.75",2.61,2.47,156.68,87.77,6.80,0,103.63,121.58,0,"3,678.72",0,187.57,181.88,0,5.69,5.52,35.85,55.27,158.94,21.36,22.73,32.64,15.31,72.52,1.34,76.54,-42.48,-50.13,-27.71,-21.33,23.02,1.35,1.37,5.92,60.93,1.76,0,0,1.38,3.35,2.34,155.82,61.97,3.17,10.53,5.75,63.44,74.76,"14,262.62",0.93,0.12,0,"8,406.72",0,0,0,0,0,0,0,0,35.85,"350,572.06",0,27.59,3.57,96.43,71.51,"8,406.72","7,681.35",300.28,353.45,47.13,12.35,12.16,0,35.85,0,27.59,0
주식회사케이티이십일개발,078239,2017/12,7,68,126801,부동산업,0,0,-53.27,"44,416.06",-58.44,-99.74,0,0,-20.59,-2.69,-76.64,0,0,511.41,0,0,31.02,0.29,0,-3.09,0.16,0.12,0,-1.28,0.26,0,-2.73,4.16,0,-43.92,0,0,0,0.29,0.12,-1.29,68.98,99.71,-3.38,3.78,0,1.05,103.03,3.60,0.46,3.60,0.30,6.30,2.82,2.94,17.67,3.81,0,93.70,93.70,0,0,0,"71,169.02","-2,196",0,"109,398","78,923.33","1,486.83",0,207.91,88.14,84.03,743.22,14.07,11.86,72.42,27.58,"1,586.83",16.38,13.85,611.97,97.71,27.20,0,0,100.45,0,0,0,38.09,19.89,0,18.20,17.87,73.74,14.28,19.72,0.08,0.18,67.85,14.87,231.08,10.62,151.64,127.84,246.85,35.26,54.28,0.08,0.41,0.42,0.88,14.23,0.78,0,0,0.43,0.98,0.78,470.15,1.69,2.64,3.13,1.34,271.56,9.41,13.30,0.29,0.47,0,405.24,0,0,0,0,0,0,0,0,3.70,37.96,"4,273.30",5.69,66.45,33.55,-54.19,405.24,-219.60,269.27,269.37,29.91,34.09,22.19,0,3.70,"4,273.30",5.69,0
주식회사켈리드레노,109808,2022/12,7,14,031401,"의복, 의복 액세서리 및 모피제품 제조업",0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,61.61,41.30,,35.28,23.53,23.52,,20.09,65.45,,55.92,"1,519.18",,"1,297.90",14.56,,,20.31,23.67,20.22,38.39,58.70,-0.24,0.39,-0.01,0.81,59.12,13.85,0.39,0.65,1.27,67.96,163.60,0.34,0.19,0.38,100,95.59,95.69,0,0,0,"183,920.16","32,448",,"223,635.61","232,103.03","2,221.03",0,"75,958.84",10,0,11.12,10,90,35.93,64.07,"2,321.03",250.46,92.66,348.47,348.47,325.52,0,0,0,465.19,0,0,178.31,7.99,0,170.32,857.91,7.13,61.20,170.32,102.01,107.32,34.38,22.21,17.57,158.04,348.95,27.02,28.29,17.31,60.80,106.93,0.57,0.57,1.58,36.78,0.89,469,0.78,5.69,5.69,0,0,0,0,0,100.82,3.62,0.63,0.66,4.42,0,0.33,"2,004.12",0,0,,0,0,0,0,0,15.51,18.03,"21,710.81",54.48,15.09,84.91,64.76,"2,004.12","1,510.50",302.46,14.21,140.68,8.58,27.71,0,15.51,"21,710.81",54.48,0
주식회사켈리드레노,109808,2023/12,7,14,031401,"의복, 의복 액세서리 및 모피제품 제조업",0,0,13.52,21.84,-65.42,-13.25,,-40.12,0,12.44,7.75,0,0,22.29,0,0,60.74,33.25,,19.61,9.56,9.55,,5.64,26.73,,15.76,658.92,,388.62,26.06,,,5.82,10.43,6.15,39.26,66.75,-7.26,0.65,-0.05,1.75,74.16,15.42,0.72,0.87,1.34,25.52,53.84,0.29,2.02,0.57,100,95.70,96.17,90,3.45,23.16,"99,086.97","19,431",,"30,830.23","125,963.73","2,509.65",0,"32,946.22",3.05,0,3.14,3.05,96.95,35.59,64.41,"2,609.65",272.43,254.55,4.92,4.92,4.24,0,0,0,"4,419.91",0,0,180.99,173.97,100,7.02,0,-58.87,8.90,25.01,49.94,41.21,34.22,25.10,21.94,326.05,313.56,30.20,218.54,19.45,71.98,51.44,0.29,0.31,0.80,19.82,0.45,469.50,0.78,4.56,4.56,0,0,0,0,0,62.93,5.80,0.31,0.32,0.71,0,0.20,"1,718.35",0,0,,0,0,0,0,0,11.72,15.07,"1,011.29",43.35,26.53,73.47,45.23,"1,718.35","1,029.94",455.82,25.62,145.95,21.29,39.74,0,11.72,"1,011.29",43.35,0
주식회사코너스톤,098097,2020/12,7,68,126801,부동산업,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,42.63,-73.68,,-138.95,-10.79,-10.79,,-20.35,0,,0,"-35,307.58",,"-66,585.47",0,,,-10.80,-10.79,-20.35,57.37,173.68,-65.27,65.22,0,1.75,238.93,0.85,0.12,27.29,0.13,20,10,8.69,5.03,10.06,0,0,0,0,0,0,"2,396,001.30","-1,664,637",,"-27,374,622.43",0,0,0,"-1,765,379.24",99.72,91.91,"35,881.10",8.07,0.28,0,109.96,0,0,0,107.82,8.72,1.79,0,6.30,"1,266.83","57,087.51",23.11,0.01,0,0,96.78,0,241.55,7.23,94.92,0,-1.13,-1.13,0,0,681.02,1.90,"1,365.84",-38.04,-44.06,-41.82,-571.26,-1.13,0.15,0.15,0,479.20,0.13,"1,447.65",0.25,0.15,1.81,0.16,"2,284.61",0.59,0.25,1.80,2.54,143.94,52.69,72.66,0.08,0,0,"-1,703.03",0,0,,0,0,0,0,0,-5.20,"-2,582.22",0,-71.08,0,0,0,"-1,703.03","-3,329.27",48.93,"1,562.74",0.35,6.89,7.33,0,-5.20,0,-71.08,0
주식회사코너스톤,098097,2021/12,7,68,126801,부동산업,0,0,-6.56,-22.22,-6.67,0,,0,-47.86,0,798.76,0,0,31.59,0,0,23.75,10.83,,15.29,7.37,7.37,,10.40,0,,0,"23,326.60",,"32,926.41",9.69,,,16.74,7.37,10.41,76.25,89.17,5.13,9.32,0,0,86.07,0.43,0.98,9.45,0.07,21.05,33.33,6.03,7.66,7.01,0,68.99,68.99,0,0,0,"10,767,095","1,646,320",,"2,555,776.48","16,124.33",222.49,0,"1,166,329.89",99.61,51.35,"25,448.51",48.46,0.39,0.11,99.89,322.49,371.13,6.70,105.79,51.47,9.80,0,60.17,938.12,"2,269.89",65.85,2.65,"94,718.74","89,277.88",0,"5,440.85",105.24,5.45,85.73,"81,288.15",1.16,2.71,0.07,2.22,146.49,0.49,141.79,-36.44,-42.46,-36.40,-51.69,1.16,0.68,0.68,0,"2,153.42",0.65,103.07,3.54,0.68,2.47,0.94,386.74,1.92,2.10,16.21,3.81,95.76,204.47,367.33,0.35,0,0,"5,758.54",0,0,,0,0,0,0,0,18.83,"11,226.08",0,26.74,1.58,98.42,57.18,"5,758.54","3,437.29",90.96,"2,007.13",0,208.51,14.66,0,18.83,0,26.74,0
주식회사코너스톤,098097,2022/12,7,68,126801,부동산업,0,0,-52.69,"2,821.34",-57.66,-31.22,,-88.19,-36.34,"1,205.34",-64.11,0,0,"1,212.71",0,0,39.17,20.76,,5.03,7.13,7.12,,1.73,707.99,,171.54,"16,043.14",,"3,887.06",22.41,,,6.77,7.13,1.73,60.83,79.24,-14.65,14.71,0,0,93.89,2.24,0.40,15.65,0.02,0.32,0.17,5.10,9.35,5.93,0,97.62,97.62,0,0,0,"3,864,148.37","194,353",,"6,711,463.45","210,477.31","4,109.55",0,"802,157.14",89.14,77.21,820.75,20.32,10.86,2.91,97.09,"4,209.55",373.23,88.89,101.55,23.14,0.97,0,3.85,"5,070.16",231.94,3.85,1.66,"3,336.48","3,016.61",0,319.87,685.72,1.36,84.16,"2,892.16",1.41,1.42,2.84,41.10,280.48,10.94,187.18,65.98,76.12,64.06,119.91,1.41,0.34,0.34,34.11,772.83,0.35,26.67,13.69,0.36,0.87,0.60,604.44,0.64,11.45,0,1.58,231.25,9.14,9.97,0.18,0,0,"1,835.92",0,0,,0,0,0,0,0,12.69,122.51,0,23.76,8.85,91.15,21.17,"1,835.92",472.27,162.46,"1,136.78",34.36,28.72,1.33,0,12.69,0,23.76,0
